sex_new_0,sex_new_1,blood_group_new_0,blood_group_new_1,blood_group_new_2,blood_group_new_3,blood_group_new_4,blood_group_new_5,blood_group_new_6,blood_group_new_7,blood_group,username,name,sex,address,mail,Age,Body_Weight,Body_Height,Cal_Need,User_ID,sex_new,blood_group_new
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O+,martinchristopher,Katrina Pitts,F,"35218 Keith Crest
South Robert, MH 55094",pachecomark@gmail.com,28,49.54446,154.9266,1646.722,UNT111,0,6
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,B-,masonrobert,Randy Singh,M,"5207 Sanchez Fields
New Sheriberg, ME 55127",brownlinda@gmail.com,11,56.38508,153.6605,2067.054,UNT112,1,5
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,O-,brenda09,Marcus Campbell,M,"799 Martin Corner Apt. 529
Bowenland, CA 88287",sean64@hotmail.com,18,54.8544,153.9334,1904.688,UNT113,1,7
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,AB+,wallen,Daniel Lopez,M,"856 Hudson Shore
North Julianside, OK 53281",chughes@gmail.com,23,53.46975,145.8423,2100.346,UNT114,1,2
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AB+,karen02,James Hull,M,"276 Kristin Greens
South Scott, NC 06537",jeremy78@gmail.com,25,59.05137,152.4433,1806.451,UNT115,1,2
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O+,tsims,James Fleming,M,"51363 Madden Mission
Jeffreyberg, GU 81998",pbryant@yahoo.com,10,51.12403,153.1927,1806.924,UNT116,1,6
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A+,jdavis,Melissa Nguyen,F,"8116 Montoya Viaduct Suite 006
Port Scotthaven, RI 42282",justin55@gmail.com,33,59.84728,154.9566,2243.319,UNT117,0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,AB+,wagneraustin,Robert Camacho,M,"365 Jasmine Extensions Apt. 530
Martinbury, FL 76305",oromero@yahoo.com,41,54.51149,151.5372,1910.05,UNT118,1,2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,AB+,michelle50,Timothy Stokes,M,"Unit 2019 Box 8756
DPO AA 65412",nicolefisher@gmail.com,18,49.72867,142.4075,1769.737,UNT119,1,2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,B-,brianmiranda,Anthony Sanchez,M,"6373 Bonilla Courts Apt. 397
Meganmouth, NC 60028",audreycopeland@yahoo.com,19,56.74513,152.8617,1889.112,UNT120,1,5
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A+,courtney22,Karla Stewart,F,"50323 Mary Loaf
West John, IA 62542",zacharygray@yahoo.com,22,53.72362,152.4645,1919.106,UNT121,0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,AB+,colleen76,Jose Gonzales,M,"971 Heather Summit
Clarkstad, MD 85480",qabbott@gmail.com,23,57.54562,149.0433,1916.505,UNT122,1,2
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B-,lorigomez,Mark Jackson,M,"933 Powell River
Lake Dawnport, MA 27119",christopherwalters@gmail.com,17,49.1258,156.9044,1683.994,UNT123,1,5
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,AB-,keith67,Jacob Hunt,M,"740 Schwartz Lodge Suite 351
South David, WY 71629",yolanda70@yahoo.com,33,54.16752,143.7474,1650.43,UNT124,1,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,O+,millergeorge,Vickie Travis,F,"060 Sanders Pines Apt. 464
New Michaelmouth, WA 48541",dennisamy@gmail.com,27,57.89828,151.4898,1769.194,UNT125,0,6
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,O-,shannonmills,Tony Harding,M,"Unit 5290 Box 1041
DPO AE 11939",matthew97@gmail.com,15,58.74395,149.5949,1651.456,UNT126,1,7
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A+,julie15,Lisa Evans,F,"Unit 7568 Box 3043
DPO AP 90580",ronaldmoore@hotmail.com,15,53.04533,153.8332,1747.419,UNT127,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,O+,ykrause,Gregory Collins,M,"8204 Buck Mountain
Gregorystad, MT 06178",odonnelllori@hotmail.com,28,54.91305,154.8369,1582.121,UNT128,1,6
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,O-,qharris,Rachel Blackwell,F,"9241 Rose Motorway Suite 126
Michaelshire, PW 23938",hdavis@hotmail.com,24,62.28667,159.0444,1656.204,UNT129,0,7
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O+,kelly05,Robert Martinez,M,"6228 Rice Ridge Apt. 933
Hurstton, VA 77520",muellercrystal@yahoo.com,28,53.70776,153.7718,1708.217,UNT130,1,6
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,O-,sandra25,Dr. Danielle Ray,F,"234 Powell Club
Jaimeburgh, SD 85805",gsimmons@yahoo.com,32,56.54453,160.8256,1962.306,UNT131,0,7
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,AB-,thompsonvickie,Brandi Mendez,F,"19608 Shannon Vista Apt. 447
North Markton, UT 68212",susancobb@hotmail.com,18,58.2615,155.6466,1812.319,UNT132,0,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,B+,hcoleman,Christine Braun,F,"82717 Park Plaza
Karinaview, CO 88441",piercecraig@hotmail.com,36,51.21718,155.6013,1553.893,UNT133,0,4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,A-,qblake,Katherine Cox,F,"8340 Danielle Run
Hoffmanburgh, DE 14978",nicolestephens@hotmail.com,26,56.17502,149.6511,1920.229,UNT134,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,AB-,nicholerodriguez,Katie Walker,F,"021 Bautista Passage
South Ronald, MO 03564",hollyjohns@yahoo.com,19,61.4051,156.1524,2025.216,UNT135,0,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,O+,abigail06,Rebecca Mcguire,F,"9840 Mccarthy Bridge
Lauraville, MD 05249",patrickdavis@gmail.com,38,55.26208,158.7386,1627.349,UNT136,0,6
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AB-,zkirby,John Taylor,M,"5322 Andrews Gateway
South Martinfurt, VA 35182",gerald02@yahoo.com,22,57.58178,144.5797,1874.901,UNT137,1,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,O-,pwalker,Barry Dunn,M,"5310 Bradley Lodge Suite 107
East Carolynbury, GU 13539",martinamanda@gmail.com,23,55.72212,157.0388,1965.844,UNT138,1,7
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A+,jonathon02,Christopher Duarte,M,"146 Hill Park Apt. 043
South Paulaland, IL 71087",brianchapman@yahoo.com,28,50.23449,152.0932,1677.391,UNT139,1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A-,kristensutton,Jerry Alvarez,M,"6638 Kerri Fort Apt. 385
Mariafurt, MD 80550",aaron65@hotmail.com,25,57.8069,155.3207,2073.15,UNT140,1,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,AB+,zstark,Christina Taylor,F,"USNS Allen
FPO AP 05630",rwoods@yahoo.com,22,58.41013,160.7036,1995.284,UNT141,0,2
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,A-,elizabeth27,Aaron Shaw,M,"54182 Roberts Trace
Pricemouth, IN 33621",geraldjordan@gmail.com,30,60.90196,161.3135,1991.934,UNT142,1,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,B-,chelseaperkins,Joel Powell,M,"40113 Nicholas Fords Suite 678
East Randallmouth, PW 19315",michellefloyd@gmail.com,20,54.351,149.6002,1971.836,UNT143,1,5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,AB-,smiththeresa,Deborah Ayers,F,"Unit 2162 Box 0657
DPO AA 68078",lesliebush@hotmail.com,20,52.68276,149.7688,1697.983,UNT144,0,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,AB+,umiller,Stacey Thompson,F,"7913 Wade Village Apt. 344
South Christopherton, AR 74318",melissasmith@yahoo.com,27,59.60131,150.8076,1934.703,UNT145,0,2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,O-,joan76,Christopher Green,M,"1196 Anthony Wall Suite 178
West Deborah, WV 79238",lisamiller@gmail.com,14,55.55031,158.4981,1863.714,UNT146,1,7
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,O-,kevin04,Craig Morse,M,"4624 Beth Inlet
Peterborough, KS 08688",adrienne45@gmail.com,25,50.16237,149.1299,2033.747,UNT147,1,7
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,AB-,martinburch,Megan Clark,F,"396 Scott Fork
Hartmanchester, MP 67073",dchapman@gmail.com,23,56.52465,151.9194,1516.959,UNT148,0,3
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,B-,nmoore,Crystal Castillo,F,"4416 Jon Trail Apt. 741
South Andrew, NJ 09207",rebecca83@gmail.com,31,56.74373,154.9659,1460.733,UNT149,0,5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,A-,vandrews,Kimberly Martin,F,"703 Johnson Fort
South Jamieport, OR 94088",amandachapman@hotmail.com,29,55.77712,152.5104,1895.413,UNT150,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,B-,jenniferknight,Gregory Porter MD,M,"37805 Ryan Shoals
Cochranchester, MA 19474",wnelson@hotmail.com,40,55.45257,152.2287,1709.255,UNT151,1,5
